#	zeta	Links	overlap at 100% bootstrap	overlap at 100% shuffle	overlap 95%	overlap 95% shuffle	cross-over network size	overlap at 100% sign bootstrap	sign support at cross-over	sign cutoff boot support	sign cutoff network overlap	sign fraction FP
	5.01057E-07	1599	0.0784314	0	0.649573	0	124	0.97	0.629412	0	0.102844	
	6.35477E-07	1598	0.0784314	0	0.649573	0	123	0.97	0.629412	0	0.102844	
	9.25078E-07	1598	0.0784314	0	0.649573	0	124	0.97	0.633136	0	0.102794	
	0.000001549	1598	0.0784314	0	0.649573	0	124	0.97	0.633136	0	0.102808	
	2.89321E-06	1598	0.0784314	0	0.648069	0	124	0.97	0.633136	0	0.102694	
	5.78922E-06	1597	0.0784314	0	0.648069	0	123	0.97	0.633136	0	0.102508	
	1.20285E-05	1596	0.0784314	0	0.643777	0	123	0.97	0.633136	0	0.102288	
	2.54706E-05	1593	0.08	0	0.639485	0	123	0.97	0.633136	0	0.10195	
	5.44306E-05	1591	0.0816327	0	0.642241	0	122	0.969	0.625731	0	0.104179	
	0.000116823	1581	0.0816327	0	0.638767	0	119	0.969	0.617647	0	0.101249	
	0.000153881	1568	0.0612245	0	0.634361	0	126	0.968	0.616279	0	0.103796	
	0.000202732	1556	0.0612245	0	0.647059	0	123	0.968	0.602339	0	0.101357	
	0.00026713	1542	0.0625	0	0.654378	0	123	0.967	0.617647	0	0.101917	
	0.000352024	1519	0.0638298	0	0.649533	0	119	0.966	0.609467	0	0.103291	
	0.000463935	1497	0.0638298	0	0.642512	0	122	0.965	0.608434	0	0.101968	
	0.000611463	1466	0.0681818	0	0.639594	0	119	0.963	0.615854	0	0.103451	
	0.000805943	1423	0.075	0	0.648649	0	117	0.961	0.603774	0	0.101885	
	0.00106232	1370	0.0789474	0	0.625731	0	114	0.957	0.62987	0	0.104978	
	0.00140028	1293	0.0606061	0	0.668919	0	108	0.952	0.671233	0	0.10617	
	0.00184581	1202	0.0714286	0	0.674074	0	98	0.945	0.673759	0	0.104868	
	0.00243313	1095	0.0740741	0	0.66087	0	80	0.934	0.727273	0	0.107944	
	0.00320737	949	0.111111	0	0.701031	0	73	0.921	0.671875	0	0.107473	
	0.00422801	803	0.0714286	0	0.691358	0	65	0.902	0.714286	0	0.108347	
	0.00557349	649	0.125	0	0.636364	0	56	0.872	0.759259	0	0.108237	
	0.00734716	499	0.142857	0	0.510204	0	43	0.824	0.747664	0	0.110158	
	0.00968533	383	0.25	0	0.516129	0	36	0.76	0.747573	0	0.110639	
	0.0127676	275	0.25	0	0.611111	0	35	0.673	0.71134	0	0.110442	
	0.0168309	206	0	0	0.75	0	29	0.547	0.76699	0	0.11028	
	0.0221873	151	0	0	0.3	0	25	0.385	0.783784	0	0.111418	
	0.0292484	109	0	0	0.5	0	18	0.216	0.806452	0	0.110554	
	0.0385568	79	0	0	0.5	0	13	0.101	0.8	0	0.0978669	
	0.0508277	45	0	0	0	0	8	0.06	0.697479	0	0.044893	
	0.0670038	18	0	0	0	0	4	0.104	0.708333	0	0.00214184	
	0.0883281	7	0	0	0	0	1	0.313	0.888889	0	0	
	0.116439	0	0	0	0	0	0	0.622	0	0	NaN	
