AES	AES	-1	-1	1	1
AIB1	AIB1	-1	-1	1	0.997
AIB1	SP1	1	1	1	0.741
AKT1	AKT1	-1	-1	1	1
BIRC5	BIRC5	-1	-1	1	1
BRCA1	BRCA1	-1	-1	1	1
BRCA1	MYB	1	1	1	0.647
BRD4	BRD4	-1	-1	1	0.939
BRD4	NFKB1	1	1	1	0.613
BRD4	P107	1	1	1	0.603
BRD4	SP1	1	1	1	0.838
BYSL	BRD4	1	1	1	0.683
BYSL	CEBPB	1	1	1	0.656
BYSL	CTNNB1	-1	-1	1	0.817
BYSL	DP1	-1	-1	1	0.776
BYSL	E2F4	-1	-1	1	0.709
BYSL	FOXM1C	1	1	1	0.961
BYSL	LKB1	1	1	1	0.843
BYSL	MIZ1	-1	-1	1	0.907
BYSL	MYB	-1	-1	1	0.958
BYSL	RELA	1	1	1	0.658
BYSL	SP1	1	1	1	0.82
BYSL	TCF7L2	-1	-1	1	0.793
BYSL	TIF1B	1	1	1	0.955
CCNB1	CCNB1	-1	-1	1	0.983
CCNB1	MYC	1	1	1	0.555
CEBPB	CEBPB	-1	-1	1	1
CEBPB	SP1	1	1	1	0.698
CHUK	CHUK	-1	-1	1	1
CTNNB1	CTNNB1	-1	-1	1	1
DP1	DP1	-1	-1	1	1
DP2	DP1	1	1	1	0.999
DP2	DP2	-1	-1	1	0.977
DVL3	AES	1	1	1	0.709
DVL3	BRCA1	-1	-1	1	0.698
DVL3	CCNB1	1	1	1	0.62
DVL3	DP1	1	1	1	0.824
DVL3	DVL3	-1	-1	1	0.866
DVL3	E2F4	1	1	1	0.985
DVL3	FOXM1C	-1	-1	1	0.71
DVL3	GNL3	-1	-1	1	0.763
DVL3	JUN	1	1	1	0.762
DVL3	MAX_1	1	1	1	0.948
DVL3	MIZ1	1	1	1	0.967
DVL3	MYC	1	1	1	0.69
DVL3	MYCBP	-1	-1	1	0.94
DVL3	P107	-1	-1	1	0.954
DVL3	P300	1	1	1	0.958
DVL3	P53	1	1	1	0.878
DVL3	RELA	1	1	1	0.639
DVL3	TCF7L2	-1	-1	1	0.547
DVL3	YY1	1	1	1	0.716
E2F4	E2F4	-1	-1	1	1
ENO1	ENO1	-1	-1	1	0.999
FOXM1C	FOXM1C	-1	-1	1	0.994
FOXM1C	MYC	-1	-1	1	0.624
GCN1L1	GCN1L1	-1	-1	1	0.998
GCN1L1	SP1	1	1	1	0.696
GNL3	BIRC5	1	1	1	0.6
GNL3	BRCA1	-1	-1	1	0.661
GNL3	BRD4	-1	-1	1	0.554
GNL3	CCNB1	1	1	1	0.614
GNL3	CHUK	1	1	1	0.857
GNL3	DP1	1	1	1	0.98
GNL3	DP2	1	1	1	0.556
GNL3	DVL3	1	1	1	0.611
GNL3	E2F4	1	1	1	0.993
GNL3	FOXM1C	-1	-1	1	0.913
GNL3	JUN	1	1	1	0.858
GNL3	LKB1	-1	-1	1	0.825
GNL3	MAX_1	1	1	1	0.736
GNL3	MIZ1	1	1	1	0.916
GNL3	MYB	-1	-1	1	0.897
GNL3	MYCBP	-1	-1	1	0.804
GNL3	P107	-1	-1	1	0.853
GNL3	P300	1	1	1	0.577
GNL3	P53	1	1	1	0.553
GNL3	SP1	-1	-1	1	0.695
GNL3	TCF7L2	-1	-1	1	0.791
GNL3	TIF1B	-1	-1	1	0.693
GNL3	YY1	1	1	1	0.799
JUN	BYSL	-1	-1	1	0.755
JUN	CEBPB	1	1	1	0.663
JUN	CTNNB1	1	1	1	0.573
JUN	DP2	1	1	1	0.68
JUN	E2F4	-1	-1	1	0.914
JUN	ENO1	-1	-1	1	0.79
JUN	GCN1L1	1	1	1	0.592
JUN	GNL3	-1	-1	1	0.84
JUN	JUN	-1	-1	1	0.608
JUN	LKB1	1	1	1	0.704
JUN	MAX_1	-1	-1	1	0.642
JUN	NFKB1	1	1	1	0.87
JUN	P107	1	1	1	0.567
JUN	P53	-1	-1	1	0.792
JUN	RELA	-1	-1	1	0.563
JUN	SP1	1	1	1	0.952
JUN	STAT3	1	1	1	0.885
JUN	STAT5B	1	1	1	0.67
JUN	TCF7L2	1	1	1	0.633
JUN	TIF1B	-1	-1	1	0.813
LKB1	LKB1	-1	-1	1	0.774
MAX_1	MAX_1	-1	-1	1	1
MIZ1	AKT1	1	1	1	0.738
MIZ1	MIZ1	-1	-1	1	0.999
MIZ1	RELA	1	1	1	0.588
MIZ1	TIF1B	1	1	1	0.77
MYB	MYB	-1	-1	1	0.96
MYC	BYSL	1	1	1	0.701
MYC	CTNNB1	-1	-1	1	0.619
MYC	DP1	-1	-1	1	0.649
MYC	DVL3	-1	-1	1	0.734
MYC	ENO1	1	1	1	0.909
MYC	MAX_1	-1	-1	1	0.621
MYC	MYB	1	1	1	0.868
MYC	MYC	1	1	1	0.869
MYC	RB1	1	1	1	0.553
MYC	SP1	-1	-1	1	0.966
MYC	STAT5B	1	1	1	0.653
MYC	TCF7L2	1	1	1	0.551
MYC	TIF1B	-1	-1	1	0.848
MYCBP	MYCBP	-1	-1	1	0.947
NFKB1	NFKB1	-1	-1	1	1
P107	BYSL	-1	-1	1	0.599
P107	MIZ1	-1	-1	1	0.643
P107	P107	-1	-1	1	1
P107	SP1	1	1	1	0.79
P300	DP2	-1	-1	1	0.691
P300	MYC	-1	-1	1	0.883
P300	P107	1	1	1	0.767
P300	P300	-1	-1	1	1
P300	SP1	1	1	1	0.636
P53	P53	-1	-1	1	1
RB1	RB1	-1	-1	1	0.999
RELA	RELA	-1	-1	1	0.999
RPL11	RPL11	-1	-1	1	0.998
SP1	AIB1	1	1	1	0.601
SP1	BRCA1	1	1	1	0.66
SP1	BRD4	-1	-1	1	0.553
SP1	DVL3	1	1	1	0.589
SP1	JUN	-1	-1	1	0.969
SP1	MIZ1	1	1	1	0.867
SP1	SP1	-1	-1	1	0.611
SP1	STAT3	-1	-1	1	0.551
SP1	TCF7L2	1	1	1	0.718
SP1	TIF1B	1	1	1	0.648
STAT3	STAT3	-1	-1	1	0.999
STAT5B	STAT5B	-1	-1	1	0.935
TBP	TBP	-1	-1	1	0.989
TCF7L2	TCF7L2	-1	-1	1	0.997
TIF1B	AIB1	1	1	1	0.888
TIF1B	DP2	1	1	1	0.619
TIF1B	DVL3	1	1	1	0.899
TIF1B	ENO1	1	1	1	0.82
TIF1B	FOXM1C	1	1	1	0.783
TIF1B	GNL3	1	1	1	0.728
TIF1B	MYB	1	1	1	0.596
TIF1B	MYC	-1	-1	1	0.763
