#	Frequencies and overlap
#	bins	Data	shuffle	overlap	overlap_shuffle
	0.025	0.025	0.45	0	0
	0.05	0.05	0.55	0	0
	0.075	0	0.475	0	0
	0.1	0.15	0.275	0	0
	0.125	0.1	0.5	0	0
	0.15	0.125	0.3	0	0
	0.175	0.125	0.525	0	0
	0.2	0.025	0.45	0	0
	0.225	0.075	0.525	0	0
	0.25	0.075	0.325	0	0
	0.275	0.05	0.425	0	0
	0.3	0.175	0.375	0	0
	0.325	0.075	0.425	0	0
	0.35	0.075	0.275	0	0
	0.375	0.125	0.425	0	0
	0.4	0.1	0.475	0	0
	0.425	0.075	0.55	0	0
	0.45	0.05	0.35	0	0
	0.475	0.1	0.375	0	0
	0.5	0.175	0.375	0	0
	0.525	0.075	0.4	0	0
	0.55	0.075	0.35	0	0
	0.575	0.175	0.55	0	0
	0.6	0.075	0.525	0	0
	0.625	0.1	0.425	0	0
	0.65	0.175	0.425	0	0
	0.675	0.075	0.525	0	0
	0.7	0.075	0.475	0	0
	0.725	0.05	0.45	0	0
	0.75	0.025	0.45	0	0
	0.775	0.125	0.45	0	0
	0.8	0.1	0.425	0	0
	0.825	0.075	0.575	0	0
	0.85	0.1	0.375	0	0
	0.875	0.05	0.4	0	0
	0.9	0.075	0.525	0	0
	0.925	0.025	0.425	0	0
	0.95	0.075	0.475	0	0
	0.975	0.025	0.4	0	0
	1	0.075	0.4	0	0


#	yrange	sparsity	# links	zeta	support at cross
	0	2.80722e-05	49	51	55	53	54	49	0.625	0.0377845
	1	2.80722e-05	49	51	55	53	54	49	0.625	0.0377845
